Natural gas usage,2025-02-15,00:00,23:59,2.30,$5.74
Natural gas usage,2025-02-16,00:00,23:59,2.11,$5.29
Natural gas usage,2025-02-17,00:00,23:59,2.41,$6.03
Natural gas usage,2025-02-18,00:00,23:59,2.50,$6.24
Natural gas usage,2025-02-19,00:00,23:59,2.23,$5.57
Natural gas usage,2025-02-20,00:00,23:59,1.87,$4.68
Natural gas usage,2025-02-21,00:00,23:59,1.91,$4.78
Natural gas usage,2025-02-22,00:00,23:59,2.08,$5.19
Natural gas usage,2025-02-23,00:00,23:59,2.16,$5.39
Natural gas usage,2025-02-24,00:00,23:59,2.18,$5.45
Natural gas usage,2025-02-25,00:00,23:59,2.42,$6.04
Natural gas usage,2025-02-26,00:00,23:59,2.38,$5.95
Natural gas usage,2025-02-27,00:00,23:59,2.28,$5.70
Natural gas usage,2025-02-28,00:00,23:59,2.38,$5.96
Natural gas usage,2025-03-01,00:00,23:59,2.41,$6.02
Natural gas usage,2025-03-02,00:00,23:59,2.64,$6.59
Natural gas usage,2025-03-03,00:00,23:59,2.51,$6.27
Natural gas usage,2025-03-04,00:00,23:59,1.85,$4.63
Natural gas usage,2025-03-05,00:00,23:59,1.80,$4.50
Natural gas usage,2025-03-06,00:00,23:59,2.56,$6.39
Natural gas usage,2025-03-07,00:00,23:59,1.84,$4.59
Natural gas usage,2025-03-08,00:00,23:59,2.44,$6.09
Natural gas usage,2025-03-09,00:00,23:59,1.86,$4.65
Natural gas usage,2025-03-09,00:00,23:59,1.71,$4.26
Natural gas usage,2025-03-10,00:00,23:59,1.79,$4.48
Natural gas usage,2025-03-11,00:00,23:59,2.01,$5.02
Natural gas usage,2025-03-12,00:00,23:59,2.16,$5.39
Natural gas usage,2025-03-13,00:00,23:59,1.99,$4.97
Natural gas usage,2025-03-14,00:00,23:59,2.44,$6.10
Natural gas usage,2025-03-15,00:00,23:59,2.25,$5.63
Natural gas usage,2025-03-16,00:00,23:59,2.58,$6.46
Natural gas usage,2025-03-17,00:00,23:59,2.42,$6.06
Natural gas usage,2025-03-18,00:00,23:59,2.08,$5.21
Natural gas usage,2025-03-19,00:00,23:59,2.31,$5.77
Natural gas usage,2025-03-20,00:00,23:59,2.29,$5.72
Natural gas usage,2025-03-21,00:00,23:59,2.24,$5.59
Natural gas usage,2025-03-22,00:00,23:59,2.01,$5.03
Natural gas usage,2025-03-23,00:00,23:59,2.13,$5.33
Natural gas usage,2025-03-24,00:00,23:59,1.77,$4.44
Natural gas usage,2025-03-25,00:00,23:59,2.49,$6.23
Natural gas usage,2025-03-26,00:00,23:59,1.75,$4.36
Natural gas usage,2025-03-27,00:00,23:59,2.37,$5.93
Natural gas usage,2025-03-28,00:00,23:59,1.83,$4.58
Natural gas usage,2025-03-29,00:00,23:59,2.28,$5.69
Natural gas usage,2025-03-30,00:00,23:59,1.88,$4.71
Natural gas usage,2025-03-31,00:00,23:59,1.91,$4.77
Natural gas usage,2025-04-01,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-02,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-03,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-04,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-05,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-06,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-07,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-08,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-09,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-10,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-11,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-12,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-13,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-14,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-15,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-16,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-17,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-18,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-19,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-20,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-21,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-22,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-23,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-24,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-25,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-26,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-27,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-28,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-29,00:00,23:59,0.20,$0.50
Natural gas usage,2025-04-30,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-01,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-02,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-03,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-04,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-05,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-06,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-07,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-08,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-09,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-10,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-11,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-12,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-13,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-14,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-15,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-16,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-17,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-18,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-19,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-20,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-21,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-22,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-23,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-24,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-25,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-26,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-27,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-28,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-29,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-30,00:00,23:59,0.20,$0.50
Natural gas usage,2025-05-31,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-01,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-02,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-03,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-04,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-05,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-06,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-07,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-08,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-09,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-10,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-11,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-12,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-13,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-14,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-15,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-16,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-17,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-18,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-19,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-20,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-21,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-22,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-23,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-24,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-25,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-26,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-27,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-28,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-29,00:00,23:59,0.20,$0.50
Natural gas usage,2025-06-30,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-01,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-02,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-03,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-04,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-05,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-06,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-07,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-08,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-09,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-10,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-11,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-12,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-13,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-14,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-15,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-16,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-17,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-18,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-19,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-20,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-21,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-22,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-23,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-24,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-25,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-26,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-27,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-28,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-29,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-30,00:00,23:59,0.20,$0.50
Natural gas usage,2025-07-31,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-01,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-02,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-03,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-04,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-05,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-06,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-07,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-08,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-09,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-10,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-11,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-12,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-13,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-14,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-15,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-16,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-17,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-18,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-19,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-20,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-21,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-22,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-23,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-24,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-25,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-26,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-27,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-28,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-29,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-30,00:00,23:59,0.20,$0.50
Natural gas usage,2025-08-31,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-01,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-02,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-03,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-04,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-05,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-06,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-07,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-08,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-09,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-10,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-11,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-12,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-13,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-14,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-15,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-16,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-17,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-18,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-19,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-20,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-21,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-22,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-23,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-24,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-25,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-26,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-27,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-28,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-29,00:00,23:59,0.20,$0.50
Natural gas usage,2025-09-30,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-01,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-02,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-03,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-04,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-05,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-06,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-07,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-08,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-09,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-10,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-11,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-12,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-13,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-14,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-15,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-16,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-17,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-18,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-19,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-20,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-21,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-22,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-23,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-24,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-25,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-26,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-27,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-28,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-29,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-30,00:00,23:59,0.20,$0.50
Natural gas usage,2025-10-31,00:00,23:59,0.20,$0.50
Natural gas usage,2025-11-01,00:00,23:59,1.81,$4.54
Natural gas usage,2025-11-03,00:00,23:59,2.20,$5.51
Natural gas usage,2025-11-04,00:00,23:59,1.82,$4.55
Natural gas usage,2025-11-05,00:00,23:59,2.09,$5.23
Natural gas usage,2025-11-06,00:00,23:59,1.78,$4.45
Natural gas usage,2025-11-07,00:00,23:59,1.74,$4.35
Natural gas usage,2025-11-08,00:00,23:59,2.10,$5.25
Natural gas usage,2025-11-09,00:00,23:59,2.05,$5.14
Natural gas usage,2025-11-10,00:00,23:59,1.86,$4.65
Natural gas usage,2025-11-11,00:00,23:59,2.23,$5.58
Natural gas usage,2025-11-12,00:00,23:59,2.22,$5.55
Natural gas usage,2025-11-13,00:00,23:59,1.89,$4.72
Natural gas usage,2025-11-14,00:00,23:59,1.99,$4.98
Natural gas usage,2025-11-15,00:00,23:59,1.81,$4.51
Natural gas usage,2025-11-16,00:00,23:59,1.79,$4.47
Natural gas usage,2025-11-17,00:00,23:59,2.34,$5.84
Natural gas usage,2025-11-18,00:00,23:59,2.32,$5.81
Natural gas usage,2025-11-19,00:00,23:59,1.92,$4.79
Natural gas usage,2025-11-20,00:00,23:59,2.32,$5.79
Natural gas usage,2025-11-21,00:00,23:59,2.29,$5.73
Natural gas usage,2025-11-22,00:00,23:59,2.38,$5.95
Natural gas usage,2025-11-23,00:00,23:59,2.39,$5.98
Natural gas usage,2025-11-24,00:00,23:59,2.55,$6.37
Natural gas usage,2025-11-25,00:00,23:59,2.58,$6.45
Natural gas usage,2025-11-26,00:00,23:59,2.39,$5.98
Natural gas usage,2025-11-27,00:00,23:59,1.96,$4.91
Natural gas usage,2025-11-28,00:00,23:59,1.96,$4.90
Natural gas usage,2025-11-29,00:00,23:59,1.87,$4.68
Natural gas usage,2025-11-30,00:00,23:59,1.73,$4.33
Natural gas usage,2025-12-01,00:00,23:59,2.69,$6.73
Natural gas usage,2025-12-02,00:00,23:59,2.58,$6.46
Natural gas usage,2025-12-03,00:00,23:59,1.78,$4.44
Natural gas usage,2025-12-04,00:00,23:59,2.53,$6.34
Natural gas usage,2025-12-05,00:00,23:59,2.19,$5.47
Natural gas usage,2025-12-06,00:00,23:59,2.09,$5.22
Natural gas usage,2025-12-07,00:00,23:59,2.42,$6.06
Natural gas usage,2025-12-08,00:00,23:59,2.38,$5.94
Natural gas usage,2025-12-09,00:00,23:59,2.15,$5.38
Natural gas usage,2025-12-10,00:00,23:59,1.76,$4.40
Natural gas usage,2025-12-11,00:00,23:59,2.15,$5.38
Natural gas usage,2025-12-12,00:00,23:59,1.76,$4.41
Natural gas usage,2025-12-13,00:00,23:59,2.05,$5.12
Natural gas usage,2025-12-14,00:00,23:59,1.97,$4.93
Natural gas usage,2025-12-15,00:00,23:59,2.46,$6.14
Natural gas usage,2025-12-16,00:00,23:59,1.86,$4.64
Natural gas usage,2025-12-17,00:00,23:59,2.40,$6.00
Natural gas usage,2025-12-18,00:00,23:59,2.56,$6.39
Natural gas usage,2025-12-19,00:00,23:59,2.42,$6.05
Natural gas usage,2025-12-20,00:00,23:59,2.67,$6.69
Natural gas usage,2025-12-21,00:00,23:59,2.59,$6.47
Natural gas usage,2025-12-22,00:00,23:59,2.01,$5.01
Natural gas usage,2025-12-23,00:00,23:59,2.06,$5.14
Natural gas usage,2025-12-24,00:00,23:59,2.43,$6.06
Natural gas usage,2025-12-25,00:00,23:59,2.69,$6.73
Natural gas usage,2025-12-26,00:00,23:59,1.70,$4.26
Natural gas usage,2025-12-27,00:00,23:59,2.09,$5.23
Natural gas usage,2025-12-28,00:00,23:59,2.13,$5.32
Natural gas usage,2025-12-29,00:00,23:59,2.00,$5.01
Natural gas usage,2025-12-30,00:00,23:59,2.15,$5.37
Natural gas usage,2025-12-31,00:00,23:59,2.64,$6.60
